image_id,image_path,class_id,class_name,width,height
0054,data/cifar10/test/airplane/0054.png,0,airplane,32,32
0055,data/cifar10/test/airplane/0055.png,0,airplane,32,32
0056,data/cifar10/test/airplane/0056.png,0,airplane,32,32
0057,data/cifar10/test/airplane/0057.png,0,airplane,32,32
0058,data/cifar10/test/airplane/0058.png,0,airplane,32,32
0059,data/cifar10/test/airplane/0059.png,0,airplane,32,32
0060,data/cifar10/test/airplane/0060.png,0,airplane,32,32
0061,data/cifar10/test/airplane/0061.png,0,airplane,32,32
0062,data/cifar10/test/airplane/0062.png,0,airplane,32,32
0063,data/cifar10/test/airplane/0063.png,0,airplane,32,32
0064,data/cifar10/test/airplane/0064.png,0,airplane,32,32
0065,data/cifar10/test/airplane/0065.png,0,airplane,32,32
0066,data/cifar10/test/airplane/0066.png,0,airplane,32,32
0067,data/cifar10/test/airplane/0067.png,0,airplane,32,32
0068,data/cifar10/test/airplane/0068.png,0,airplane,32,32
0069,data/cifar10/test/airplane/0069.png,0,airplane,32,32
0070,data/cifar10/test/airplane/0070.png,0,airplane,32,32
0071,data/cifar10/test/airplane/0071.png,0,airplane,32,32
0072,data/cifar10/test/airplane/0072.png,0,airplane,32,32
0073,data/cifar10/test/airplane/0073.png,0,airplane,32,32
0074,data/cifar10/test/airplane/0074.png,0,airplane,32,32
0075,data/cifar10/test/airplane/0075.png,0,airplane,32,32
0076,data/cifar10/test/airplane/0076.png,0,airplane,32,32
0077,data/cifar10/test/airplane/0077.png,0,airplane,32,32
0078,data/cifar10/test/airplane/0078.png,0,airplane,32,32
0079,data/cifar10/test/airplane/0079.png,0,airplane,32,32
0080,data/cifar10/test/airplane/0080.png,0,airplane,32,32
0081,data/cifar10/test/airplane/0081.png,0,airplane,32,32
0082,data/cifar10/test/airplane/0082.png,0,airplane,32,32
0083,data/cifar10/test/airplane/0083.png,0,airplane,32,32
0084,data/cifar10/test/airplane/0084.png,0,airplane,32,32
0085,data/cifar10/test/airplane/0085.png,0,airplane,32,32
0086,data/cifar10/test/airplane/0086.png,0,airplane,32,32
0087,data/cifar10/test/airplane/0087.png,0,airplane,32,32
0088,data/cifar10/test/airplane/0088.png,0,airplane,32,32
0089,data/cifar10/test/airplane/0089.png,0,airplane,32,32
0090,data/cifar10/test/airplane/0090.png,0,airplane,32,32
0091,data/cifar10/test/airplane/0091.png,0,airplane,32,32
0092,data/cifar10/test/airplane/0092.png,0,airplane,32,32
0093,data/cifar10/test/airplane/0093.png,0,airplane,32,32
0094,data/cifar10/test/airplane/0094.png,0,airplane,32,32
0095,data/cifar10/test/airplane/0095.png,0,airplane,32,32
0096,data/cifar10/test/airplane/0096.png,0,airplane,32,32
0097,data/cifar10/test/airplane/0097.png,0,airplane,32,32
0098,data/cifar10/test/airplane/0098.png,0,airplane,32,32
0099,data/cifar10/test/airplane/0099.png,0,airplane,32,32
0100,data/cifar10/test/airplane/0100.png,0,airplane,32,32
0101,data/cifar10/test/airplane/0101.png,0,airplane,32,32
0102,data/cifar10/test/airplane/0102.png,0,airplane,32,32
0103,data/cifar10/test/airplane/0103.png,0,airplane,32,32
0104,data/cifar10/test/airplane/0104.png,0,airplane,32,32
0105,data/cifar10/test/airplane/0105.png,0,airplane,32,32
0106,data/cifar10/test/airplane/0106.png,0,airplane,32,32
0107,data/cifar10/test/airplane/0107.png,0,airplane,32,32
0108,data/cifar10/test/airplane/0108.png,0,airplane,32,32
0109,data/cifar10/test/airplane/0109.png,0,airplane,32,32
0110,data/cifar10/test/airplane/0110.png,0,airplane,32,32
0111,data/cifar10/test/airplane/0111.png,0,airplane,32,32
0112,data/cifar10/test/airplane/0112.png,0,airplane,32,32
0113,data/cifar10/test/airplane/0113.png,0,airplane,32,32
0114,data/cifar10/test/airplane/0114.png,0,airplane,32,32
0115,data/cifar10/test/airplane/0115.png,0,airplane,32,32
0116,data/cifar10/test/airplane/0116.png,0,airplane,32,32
0117,data/cifar10/test/airplane/0117.png,0,airplane,32,32
0118,data/cifar10/test/airplane/0118.png,0,airplane,32,32
0119,data/cifar10/test/airplane/0119.png,0,airplane,32,32
0120,data/cifar10/test/airplane/0120.png,0,airplane,32,32
0121,data/cifar10/test/airplane/0121.png,0,airplane,32,32
0122,data/cifar10/test/airplane/0122.png,0,airplane,32,32
0123,data/cifar10/test/airplane/0123.png,0,airplane,32,32
0124,data/cifar10/test/airplane/0124.png,0,airplane,32,32
0125,data/cifar10/test/airplane/0125.png,0,airplane,32,32
0126,data/cifar10/test/airplane/0126.png,0,airplane,32,32
0127,data/cifar10/test/airplane/0127.png,0,airplane,32,32
0128,data/cifar10/test/airplane/0128.png,0,airplane,32,32
0129,data/cifar10/test/airplane/0129.png,0,airplane,32,32
0130,data/cifar10/test/airplane/0130.png,0,airplane,32,32
0131,data/cifar10/test/airplane/0131.png,0,airplane,32,32
0132,data/cifar10/test/airplane/0132.png,0,airplane,32,32
0133,data/cifar10/test/airplane/0133.png,0,airplane,32,32
0134,data/cifar10/test/airplane/0134.png,0,airplane,32,32
0135,data/cifar10/test/airplane/0135.png,0,airplane,32,32
0136,data/cifar10/test/airplane/0136.png,0,airplane,32,32
0137,data/cifar10/test/airplane/0137.png,0,airplane,32,32
0138,data/cifar10/test/airplane/0138.png,0,airplane,32,32
0139,data/cifar10/test/airplane/0139.png,0,airplane,32,32
0140,data/cifar10/test/airplane/0140.png,0,airplane,32,32
0141,data/cifar10/test/airplane/0141.png,0,airplane,32,32
0142,data/cifar10/test/airplane/0142.png,0,airplane,32,32
0143,data/cifar10/test/airplane/0143.png,0,airplane,32,32
0144,data/cifar10/test/airplane/0144.png,0,airplane,32,32
0145,data/cifar10/test/airplane/0145.png,0,airplane,32,32
0146,data/cifar10/test/airplane/0146.png,0,airplane,32,32
0147,data/cifar10/test/airplane/0147.png,0,airplane,32,32
0148,data/cifar10/test/airplane/0148.png,0,airplane,32,32
0149,data/cifar10/test/airplane/0149.png,0,airplane,32,32
0150,data/cifar10/test/airplane/0150.png,0,airplane,32,32
0151,data/cifar10/test/airplane/0151.png,0,airplane,32,32
0152,data/cifar10/test/airplane/0152.png,0,airplane,32,32
0153,data/cifar10/test/airplane/0153.png,0,airplane,32,32
0154,data/cifar10/test/airplane/0154.png,0,airplane,32,32
0155,data/cifar10/test/airplane/0155.png,0,airplane,32,32
0156,data/cifar10/test/airplane/0156.png,0,airplane,32,32
0157,data/cifar10/test/airplane/0157.png,0,airplane,32,32
0158,data/cifar10/test/airplane/0158.png,0,airplane,32,32
0159,data/cifar10/test/airplane/0159.png,0,airplane,32,32
0160,data/cifar10/test/airplane/0160.png,0,airplane,32,32
0161,data/cifar10/test/airplane/0161.png,0,airplane,32,32
0162,data/cifar10/test/airplane/0162.png,0,airplane,32,32
0163,data/cifar10/test/airplane/0163.png,0,airplane,32,32
0164,data/cifar10/test/airplane/0164.png,0,airplane,32,32
0165,data/cifar10/test/airplane/0165.png,0,airplane,32,32
0166,data/cifar10/test/airplane/0166.png,0,airplane,32,32
0167,data/cifar10/test/airplane/0167.png,0,airplane,32,32
0168,data/cifar10/test/airplane/0168.png,0,airplane,32,32
0169,data/cifar10/test/airplane/0169.png,0,airplane,32,32
0170,data/cifar10/test/airplane/0170.png,0,airplane,32,32
0171,data/cifar10/test/airplane/0171.png,0,airplane,32,32
0172,data/cifar10/test/airplane/0172.png,0,airplane,32,32
0173,data/cifar10/test/airplane/0173.png,0,airplane,32,32
0174,data/cifar10/test/airplane/0174.png,0,airplane,32,32
0175,data/cifar10/test/airplane/0175.png,0,airplane,32,32
0176,data/cifar10/test/airplane/0176.png,0,airplane,32,32
0177,data/cifar10/test/airplane/0177.png,0,airplane,32,32
0178,data/cifar10/test/airplane/0178.png,0,airplane,32,32
0179,data/cifar10/test/airplane/0179.png,0,airplane,32,32
0180,data/cifar10/test/airplane/0180.png,0,airplane,32,32
0181,data/cifar10/test/airplane/0181.png,0,airplane,32,32
0182,data/cifar10/test/airplane/0182.png,0,airplane,32,32
0183,data/cifar10/test/airplane/0183.png,0,airplane,32,32
0184,data/cifar10/test/airplane/0184.png,0,airplane,32,32
0185,data/cifar10/test/airplane/0185.png,0,airplane,32,32
0186,data/cifar10/test/airplane/0186.png,0,airplane,32,32
0187,data/cifar10/test/airplane/0187.png,0,airplane,32,32
0188,data/cifar10/test/airplane/0188.png,0,airplane,32,32
0189,data/cifar10/test/airplane/0189.png,0,airplane,32,32
0190,data/cifar10/test/airplane/0190.png,0,airplane,32,32
0191,data/cifar10/test/airplane/0191.png,0,airplane,32,32
0192,data/cifar10/test/airplane/0192.png,0,airplane,32,32
0193,data/cifar10/test/airplane/0193.png,0,airplane,32,32
0194,data/cifar10/test/airplane/0194.png,0,airplane,32,32
0195,data/cifar10/test/airplane/0195.png,0,airplane,32,32
0196,data/cifar10/test/airplane/0196.png,0,airplane,32,32
0197,data/cifar10/test/airplane/0197.png,0,airplane,32,32
0198,data/cifar10/test/airplane/0198.png,0,airplane,32,32
0199,data/cifar10/test/airplane/0199.png,0,airplane,32,32
0200,data/cifar10/test/airplane/0200.png,0,airplane,32,32
0201,data/cifar10/test/airplane/0201.png,0,airplane,32,32
0202,data/cifar10/test/airplane/0202.png,0,airplane,32,32
0203,data/cifar10/test/airplane/0203.png,0,airplane,32,32
0204,data/cifar10/test/airplane/0204.png,0,airplane,32,32
0205,data/cifar10/test/airplane/0205.png,0,airplane,32,32
0206,data/cifar10/test/airplane/0206.png,0,airplane,32,32
0207,data/cifar10/test/airplane/0207.png,0,airplane,32,32
0208,data/cifar10/test/airplane/0208.png,0,airplane,32,32
0209,data/cifar10/test/airplane/0209.png,0,airplane,32,32
0210,data/cifar10/test/airplane/0210.png,0,airplane,32,32
0211,data/cifar10/test/airplane/0211.png,0,airplane,32,32
0212,data/cifar10/test/airplane/0212.png,0,airplane,32,32
0213,data/cifar10/test/airplane/0213.png,0,airplane,32,32
0214,data/cifar10/test/airplane/0214.png,0,airplane,32,32
0215,data/cifar10/test/airplane/0215.png,0,airplane,32,32
0216,data/cifar10/test/airplane/0216.png,0,airplane,32,32
0217,data/cifar10/test/airplane/0217.png,0,airplane,32,32
0218,data/cifar10/test/airplane/0218.png,0,airplane,32,32
0219,data/cifar10/test/airplane/0219.png,0,airplane,32,32
0220,data/cifar10/test/airplane/0220.png,0,airplane,32,32
0221,data/cifar10/test/airplane/0221.png,0,airplane,32,32
0222,data/cifar10/test/airplane/0222.png,0,airplane,32,32
0223,data/cifar10/test/airplane/0223.png,0,airplane,32,32
0224,data/cifar10/test/airplane/0224.png,0,airplane,32,32
0225,data/cifar10/test/airplane/0225.png,0,airplane,32,32
0226,data/cifar10/test/airplane/0226.png,0,airplane,32,32
0227,data/cifar10/test/airplane/0227.png,0,airplane,32,32
0228,data/cifar10/test/airplane/0228.png,0,airplane,32,32
0229,data/cifar10/test/airplane/0229.png,0,airplane,32,32
0230,data/cifar10/test/airplane/0230.png,0,airplane,32,32
0231,data/cifar10/test/airplane/0231.png,0,airplane,32,32
0232,data/cifar10/test/airplane/0232.png,0,airplane,32,32
0233,data/cifar10/test/airplane/0233.png,0,airplane,32,32
0234,data/cifar10/test/airplane/0234.png,0,airplane,32,32
0235,data/cifar10/test/airplane/0235.png,0,airplane,32,32
0236,data/cifar10/test/airplane/0236.png,0,airplane,32,32
0237,data/cifar10/test/airplane/0237.png,0,airplane,32,32
0238,data/cifar10/test/airplane/0238.png,0,airplane,32,32
0239,data/cifar10/test/airplane/0239.png,0,airplane,32,32
0240,data/cifar10/test/airplane/0240.png,0,airplane,32,32
0241,data/cifar10/test/airplane/0241.png,0,airplane,32,32
0242,data/cifar10/test/airplane/0242.png,0,airplane,32,32
0243,data/cifar10/test/airplane/0243.png,0,airplane,32,32
0244,data/cifar10/test/airplane/0244.png,0,airplane,32,32
0245,data/cifar10/test/airplane/0245.png,0,airplane,32,32
0246,data/cifar10/test/airplane/0246.png,0,airplane,32,32
0247,data/cifar10/test/airplane/0247.png,0,airplane,32,32
0248,data/cifar10/test/airplane/0248.png,0,airplane,32,32
0249,data/cifar10/test/airplane/0249.png,0,airplane,32,32
0250,data/cifar10/test/airplane/0250.png,0,airplane,32,32
0251,data/cifar10/test/airplane/0251.png,0,airplane,32,32
0252,data/cifar10/test/airplane/0252.png,0,airplane,32,32
0253,data/cifar10/test/airplane/0253.png,0,airplane,32,32
0254,data/cifar10/test/airplane/0254.png,0,airplane,32,32
0255,data/cifar10/test/airplane/0255.png,0,airplane,32,32
0256,data/cifar10/test/airplane/0256.png,0,airplane,32,32
0257,data/cifar10/test/airplane/0257.png,0,airplane,32,32
0258,data/cifar10/test/airplane/0258.png,0,airplane,32,32
0259,data/cifar10/test/airplane/0259.png,0,airplane,32,32
0260,data/cifar10/test/airplane/0260.png,0,airplane,32,32
0261,data/cifar10/test/airplane/0261.png,0,airplane,32,32
0262,data/cifar10/test/airplane/0262.png,0,airplane,32,32
0263,data/cifar10/test/airplane/0263.png,0,airplane,32,32
0264,data/cifar10/test/airplane/0264.png,0,airplane,32,32
0265,data/cifar10/test/airplane/0265.png,0,airplane,32,32
0266,data/cifar10/test/airplane/0266.png,0,airplane,32,32
0267,data/cifar10/test/airplane/0267.png,0,airplane,32,32
0268,data/cifar10/test/airplane/0268.png,0,airplane,32,32
0269,data/cifar10/test/airplane/0269.png,0,airplane,32,32
0270,data/cifar10/test/airplane/0270.png,0,airplane,32,32
0271,data/cifar10/test/airplane/0271.png,0,airplane,32,32
0272,data/cifar10/test/airplane/0272.png,0,airplane,32,32
0273,data/cifar10/test/airplane/0273.png,0,airplane,32,32
0274,data/cifar10/test/airplane/0274.png,0,airplane,32,32
0275,data/cifar10/test/airplane/0275.png,0,airplane,32,32
0276,data/cifar10/test/airplane/0276.png,0,airplane,32,32
0277,data/cifar10/test/airplane/0277.png,0,airplane,32,32
0278,data/cifar10/test/airplane/0278.png,0,airplane,32,32
0279,data/cifar10/test/airplane/0279.png,0,airplane,32,32
0280,data/cifar10/test/airplane/0280.png,0,airplane,32,32
0281,data/cifar10/test/airplane/0281.png,0,airplane,32,32
0282,data/cifar10/test/airplane/0282.png,0,airplane,32,32
0283,data/cifar10/test/airplane/0283.png,0,airplane,32,32
0284,data/cifar10/test/airplane/0284.png,0,airplane,32,32
0285,data/cifar10/test/airplane/0285.png,0,airplane,32,32
0286,data/cifar10/test/airplane/0286.png,0,airplane,32,32
0287,data/cifar10/test/airplane/0287.png,0,airplane,32,32
0288,data/cifar10/test/airplane/0288.png,0,airplane,32,32
0289,data/cifar10/test/airplane/0289.png,0,airplane,32,32
0290,data/cifar10/test/airplane/0290.png,0,airplane,32,32
0291,data/cifar10/test/airplane/0291.png,0,airplane,32,32
0292,data/cifar10/test/airplane/0292.png,0,airplane,32,32
0293,data/cifar10/test/airplane/0293.png,0,airplane,32,32
0294,data/cifar10/test/airplane/0294.png,0,airplane,32,32
0295,data/cifar10/test/airplane/0295.png,0,airplane,32,32
0296,data/cifar10/test/airplane/0296.png,0,airplane,32,32
0297,data/cifar10/test/airplane/0297.png,0,airplane,32,32
0298,data/cifar10/test/airplane/0298.png,0,airplane,32,32
0299,data/cifar10/test/airplane/0299.png,0,airplane,32,32
0300,data/cifar10/test/airplane/0300.png,0,airplane,32,32
0301,data/cifar10/test/airplane/0301.png,0,airplane,32,32
0302,data/cifar10/test/airplane/0302.png,0,airplane,32,32
0303,data/cifar10/test/airplane/0303.png,0,airplane,32,32
0304,data/cifar10/test/airplane/0304.png,0,airplane,32,32
0305,data/cifar10/test/airplane/0305.png,0,airplane,32,32
0306,data/cifar10/test/airplane/0306.png,0,airplane,32,32
0307,data/cifar10/test/airplane/0307.png,0,airplane,32,32
0308,data/cifar10/test/airplane/0308.png,0,airplane,32,32
0309,data/cifar10/test/airplane/0309.png,0,airplane,32,32
0310,data/cifar10/test/airplane/0310.png,0,airplane,32,32
0311,data/cifar10/test/airplane/0311.png,0,airplane,32,32
0312,data/cifar10/test/airplane/0312.png,0,airplane,32,32
0313,data/cifar10/test/airplane/0313.png,0,airplane,32,32
0314,data/cifar10/test/airplane/0314.png,0,airplane,32,32
0315,data/cifar10/test/airplane/0315.png,0,airplane,32,32
0316,data/cifar10/test/airplane/0316.png,0,airplane,32,32
0317,data/cifar10/test/airplane/0317.png,0,airplane,32,32
0318,data/cifar10/test/airplane/0318.png,0,airplane,32,32
0319,data/cifar10/test/airplane/0319.png,0,airplane,32,32
0320,data/cifar10/test/airplane/0320.png,0,airplane,32,32
0321,data/cifar10/test/airplane/0321.png,0,airplane,32,32
0322,data/cifar10/test/airplane/0322.png,0,airplane,32,32
0323,data/cifar10/test/airplane/0323.png,0,airplane,32,32
0324,data/cifar10/test/airplane/0324.png,0,airplane,32,32
0325,data/cifar10/test/airplane/0325.png,0,airplane,32,32
0326,data/cifar10/test/airplane/0326.png,0,airplane,32,32
0327,data/cifar10/test/airplane/0327.png,0,airplane,32,32
0328,data/cifar10/test/airplane/0328.png,0,airplane,32,32
0329,data/cifar10/test/airplane/0329.png,0,airplane,32,32
0330,data/cifar10/test/airplane/0330.png,0,airplane,32,32
0331,data/cifar10/test/airplane/0331.png,0,airplane,32,32
0332,data/cifar10/test/airplane/0332.png,0,airplane,32,32
0333,data/cifar10/test/airplane/0333.png,0,airplane,32,32
0334,data/cifar10/test/airplane/0334.png,0,airplane,32,32
0335,data/cifar10/test/airplane/0335.png,0,airplane,32,32
0336,data/cifar10/test/airplane/0336.png,0,airplane,32,32
0337,data/cifar10/test/airplane/0337.png,0,airplane,32,32
0338,data/cifar10/test/airplane/0338.png,0,airplane,32,32
0339,data/cifar10/test/airplane/0339.png,0,airplane,32,32
0340,data/cifar10/test/airplane/0340.png,0,airplane,32,32
0341,data/cifar10/test/airplane/0341.png,0,airplane,32,32
0342,data/cifar10/test/airplane/0342.png,0,airplane,32,32
0343,data/cifar10/test/airplane/0343.png,0,airplane,32,32
0344,data/cifar10/test/airplane/0344.png,0,airplane,32,32
0345,data/cifar10/test/airplane/0345.png,0,airplane,32,32
0346,data/cifar10/test/airplane/0346.png,0,airplane,32,32
0347,data/cifar10/test/airplane/0347.png,0,airplane,32,32
0348,data/cifar10/test/airplane/0348.png,0,airplane,32,32
0349,data/cifar10/test/airplane/0349.png,0,airplane,32,32
0350,data/cifar10/test/airplane/0350.png,0,airplane,32,32
0351,data/cifar10/test/airplane/0351.png,0,airplane,32,32
0352,data/cifar10/test/airplane/0352.png,0,airplane,32,32
0353,data/cifar10/test/airplane/0353.png,0,airplane,32,32
0354,data/cifar10/test/airplane/0354.png,0,airplane,32,32
0355,data/cifar10/test/airplane/0355.png,0,airplane,32,32
0356,data/cifar10/test/airplane/0356.png,0,airplane,32,32
0357,data/cifar10/test/airplane/0357.png,0,airplane,32,32
0358,data/cifar10/test/airplane/0358.png,0,airplane,32,32
0359,data/cifar10/test/airplane/0359.png,0,airplane,32,32
0360,data/cifar10/test/airplane/0360.png,0,airplane,32,32
0361,data/cifar10/test/airplane/0361.png,0,airplane,32,32
0362,data/cifar10/test/airplane/0362.png,0,airplane,32,32
0363,data/cifar10/test/airplane/0363.png,0,airplane,32,32
0364,data/cifar10/test/airplane/0364.png,0,airplane,32,32
0365,data/cifar10/test/airplane/0365.png,0,airplane,32,32
0366,data/cifar10/test/airplane/0366.png,0,airplane,32,32
0367,data/cifar10/test/airplane/0367.png,0,airplane,32,32
0368,data/cifar10/test/airplane/0368.png,0,airplane,32,32
0369,data/cifar10/test/airplane/0369.png,0,airplane,32,32
0370,data/cifar10/test/airplane/0370.png,0,airplane,32,32
0371,data/cifar10/test/airplane/0371.png,0,airplane,32,32
0372,data/cifar10/test/airplane/0372.png,0,airplane,32,32
0373,data/cifar10/test/airplane/0373.png,0,airplane,32,32
0374,data/cifar10/test/airplane/0374.png,0,airplane,32,32
0375,data/cifar10/test/airplane/0375.png,0,airplane,32,32
0376,data/cifar10/test/airplane/0376.png,0,airplane,32,32
0377,data/cifar10/test/airplane/0377.png,0,airplane,32,32
0378,data/cifar10/test/airplane/0378.png,0,airplane,32,32
0379,data/cifar10/test/airplane/0379.png,0,airplane,32,32
0380,data/cifar10/test/airplane/0380.png,0,airplane,32,32
0381,data/cifar10/test/airplane/0381.png,0,airplane,32,32
0382,data/cifar10/test/airplane/0382.png,0,airplane,32,32
0383,data/cifar10/test/airplane/0383.png,0,airplane,32,32
0384,data/cifar10/test/airplane/0384.png,0,airplane,32,32
0385,data/cifar10/test/airplane/0385.png,0,airplane,32,32
0386,data/cifar10/test/airplane/0386.png,0,airplane,32,32
0387,data/cifar10/test/airplane/0387.png,0,airplane,32,32
0388,data/cifar10/test/airplane/0388.png,0,airplane,32,32
0389,data/cifar10/test/airplane/0389.png,0,airplane,32,32
0390,data/cifar10/test/airplane/0390.png,0,airplane,32,32
0391,data/cifar10/test/airplane/0391.png,0,airplane,32,32
0392,data/cifar10/test/airplane/0392.png,0,airplane,32,32
0393,data/cifar10/test/airplane/0393.png,0,airplane,32,32
0394,data/cifar10/test/airplane/0394.png,0,airplane,32,32
0395,data/cifar10/test/airplane/0395.png,0,airplane,32,32
0396,data/cifar10/test/airplane/0396.png,0,airplane,32,32
0397,data/cifar10/test/airplane/0397.png,0,airplane,32,32
0398,data/cifar10/test/airplane/0398.png,0,airplane,32,32
0399,data/cifar10/test/airplane/0399.png,0,airplane,32,32
0400,data/cifar10/test/airplane/0400.png,0,airplane,32,32
0401,data/cifar10/test/airplane/0401.png,0,airplane,32,32
0402,data/cifar10/test/airplane/0402.png,0,airplane,32,32
0403,data/cifar10/test/airplane/0403.png,0,airplane,32,32
0404,data/cifar10/test/airplane/0404.png,0,airplane,32,32
0405,data/cifar10/test/airplane/0405.png,0,airplane,32,32
0406,data/cifar10/test/airplane/0406.png,0,airplane,32,32
0407,data/cifar10/test/airplane/0407.png,0,airplane,32,32
0408,data/cifar10/test/airplane/0408.png,0,airplane,32,32
0409,data/cifar10/test/airplane/0409.png,0,airplane,32,32
0410,data/cifar10/test/airplane/0410.png,0,airplane,32,32
0411,data/cifar10/test/airplane/0411.png,0,airplane,32,32
0412,data/cifar10/test/airplane/0412.png,0,airplane,32,32
0413,data/cifar10/test/airplane/0413.png,0,airplane,32,32
0414,data/cifar10/test/airplane/0414.png,0,airplane,32,32
0415,data/cifar10/test/airplane/0415.png,0,airplane,32,32
0416,data/cifar10/test/airplane/0416.png,0,airplane,32,32
0417,data/cifar10/test/airplane/0417.png,0,airplane,32,32
0418,data/cifar10/test/airplane/0418.png,0,airplane,32,32
0419,data/cifar10/test/airplane/0419.png,0,airplane,32,32
0420,data/cifar10/test/airplane/0420.png,0,airplane,32,32
0421,data/cifar10/test/airplane/0421.png,0,airplane,32,32
0422,data/cifar10/test/airplane/0422.png,0,airplane,32,32
0423,data/cifar10/test/airplane/0423.png,0,airplane,32,32
0424,data/cifar10/test/airplane/0424.png,0,airplane,32,32
0425,data/cifar10/test/airplane/0425.png,0,airplane,32,32
0426,data/cifar10/test/airplane/0426.png,0,airplane,32,32
0427,data/cifar10/test/airplane/0427.png,0,airplane,32,32
0428,data/cifar10/test/airplane/0428.png,0,airplane,32,32
0429,data/cifar10/test/airplane/0429.png,0,airplane,32,32
0430,data/cifar10/test/airplane/0430.png,0,airplane,32,32
0431,data/cifar10/test/airplane/0431.png,0,airplane,32,32
0432,data/cifar10/test/airplane/0432.png,0,airplane,32,32
0433,data/cifar10/test/airplane/0433.png,0,airplane,32,32
0434,data/cifar10/test/airplane/0434.png,0,airplane,32,32
0435,data/cifar10/test/airplane/0435.png,0,airplane,32,32
0436,data/cifar10/test/airplane/0436.png,0,airplane,32,32
0437,data/cifar10/test/airplane/0437.png,0,airplane,32,32
0438,data/cifar10/test/airplane/0438.png,0,airplane,32,32
0439,data/cifar10/test/airplane/0439.png,0,airplane,32,32
0440,data/cifar10/test/airplane/0440.png,0,airplane,32,32
0441,data/cifar10/test/airplane/0441.png,0,airplane,32,32
0442,data/cifar10/test/airplane/0442.png,0,airplane,32,32
0443,data/cifar10/test/airplane/0443.png,0,airplane,32,32
0444,data/cifar10/test/airplane/0444.png,0,airplane,32,32
0445,data/cifar10/test/airplane/0445.png,0,airplane,32,32
0446,data/cifar10/test/airplane/0446.png,0,airplane,32,32
0447,data/cifar10/test/airplane/0447.png,0,airplane,32,32
0448,data/cifar10/test/airplane/0448.png,0,airplane,32,32
0449,data/cifar10/test/airplane/0449.png,0,airplane,32,32
0450,data/cifar10/test/airplane/0450.png,0,airplane,32,32
